municipio;ano_distribuicao;ano_calculo;codigo;valor_adicionado;pop;receita_tributaria;area_cultivada;area_inundada;ind_protegida;ind_participacao;total_icms_estado;montante_disponivel;total_recebido_municipio;valor_adicionado_2anos;share_valor_adicionado_2anos;share_pop;share_receita_tributaria;share_area_cultivada;share_area_inundada;ind_participacao_calculado;Codmun7;nota_ideb;matriculas_rede_publica;matriculas_rede_municipal;nota_ideb_imp_norm;evolucao_ideb;evolucao_ideb_norm;evolucao_e_nota;log_matriculas_rede_municipal;nota_X_matriculas_publica;nota_X_log_matriculas_publica;evolucao_X_matriculas_publica;evolucao_X_log_matriculas_publica;evolucao_e_nota_X_matriculas_publica;evolucao_e_nota_X_log_matriculas_publica;nota_X_matriculas_municipal;nota_X_log_matriculas_municipal;evolucao_X_matriculas_municipal;evolucao_X_log_matriculas_municipal;evolucao_e_nota_X_matriculas_municipal;evolucao_e_nota_X_log_matriculas_municipal;share_evolucao;share_evolucao_e_nota;share_evolucao_e_nota_X_log_matriculas_municipal;share_evolucao_e_nota_X_log_matriculas_publica;share_evolucao_e_nota_X_matriculas_municipal;share_evolucao_e_nota_X_matriculas_publica;share_evolucao_X_log_matriculas_municipal;share_evolucao_X_log_matriculas_publica;share_evolucao_X_matriculas_municipal;share_evolucao_X_matriculas_publica;share_nota;share_nota_X_log_matriculas_municipal;share_nota_X_log_matriculas_publica;share_nota_X_matriculas_municipal;share_nota_X_matriculas_publica;nota_ideb_2015;nota_ideb_2017;receitas_correntes_2018;receitas_correntes_2017;IDH;IDHM_renda;IDHM_longevidade;IDHM_educacao;area_geografica;regiao_metrop;pop_urbana;faixa_5_a_9;faixa_10_a_14;faixa_15_a_19;faixa_20_a_24;faixa_25_a_29;faixa_30_a_39;faixa_40_a_49;faixa_50_a_59;faixa_60_a_69;faixa_70_ou_mais;share_rcl_2017;ind_secretaria;transf_secretaria;var_transf_secretaria;var_perc_transf_secretaria;var_transf_perc_rc2017_secretaria;idosos_sobre_jovens;fracao_pop_abaixo_15;receitas2018_pc;receitas2017_pc;quintil_area_cultivada;quintil_area_geografica;quintil_area_inundada;quintil_fracao_pop_abaixo_15;quintil_IDH;quintil_idosos_sobre_jovens;quintil_pop;quintil_pop_urbana;quintil_receitas_correntes_2018;quintil_receitas2017_pc;quintil_receitas2018_pc;quintil_var_perc_transf_secretaria;quintil_ben_var_perc_transf_secretaria;quintil_prej_var_perc_transf_secretaria;faixa_pop;nota_imputada
JUNQUEIROPOLIS;2018;2016;408;532292383;18726;6799052;48662,2;0;0,165819;0,06140552;135942,42525178;27188,485050356;16,6952306252934;1098434867;0,000560045074052528;0,000453829423875349;0,00015351253421591;0,00273271732261032;0;0,0613587929710806;3526001;NA;1110;1110;0,941176470588235;0,399999999999999;0,435897435897436;1,37707390648567;7,01211529430638;1044,70588235294;6,59963792405306;483,846153846154;3,05656307700534;1528,5520361991;9,65620100105841;1044,70588235294;6,59963792405306;483,846153846154;3,05656307700534;1528,5520361991;9,65620100105841;0,00151082427704215;0,00229990631016084;0,00239549405819615;0,00233950994579579;0,000934168825835782;0,000694684981863015;0,00156905954145945;0,00153207344156248;0,000583436104485367;0,000420668201633406;0,00303374482531762;0,00316838972553609;0,00309494005519889;0,00129461091869921;0,000994798787886554;7,8;7,7;73,91052815;66,5329655;0,745;0,727;0,86;0,662;582,565;NA;82,23;5,72;6,68;7,39;8,73;8,44;15,61;14,45;11,6;8,11;7,77;0,000405438276766759;0,0617181334925021;16,7802254979677;0,0849948726743364;0,0050909672697524;0,00127748510885685;1,28064516129032;12,4;0,00394694692673288;0,00355297263163516;1;2;2;5;3;1;2;4;2;3;3;2;5;NA;Até 20 mil;FALSE
JUQUIA;2018;2016;409;78557006;19246;3012636;13934,7;2,56;1,427919;0,02565594;135942,42525178;27188,485050356;6,97546141142831;165716934;8,44919943476156e-05;0,000466431757551264;6,80208633541974e-05;0,000782529274783673;0,000466359282462523;0,0256462463947369;3526100;NA;1361;1361;0,470588235294118;1;0,58974358974359;1,06033182503771;7,21597500265147;640,470588235294;3,39575294242422;802,641025641026;4,25557500156369;1443,11161387632;7,65132794398791;640,470588235294;3,39575294242422;802,641025641026;4,25557500156369;1443,11161387632;7,65132794398791;0,00204405637482173;0,00177090266817423;0,00189812853161654;0,00185376814562403;0,000881952233197791;0,000655854653011891;0,00218456167675159;0,00213306687093162;0,000967848456741147;0,000697836603907288;0,00151687241265881;0,00163025136485493;0,00159245884698685;0,000793678135292624;0,000609874392033153;6,2;6,3;56,45711126;51,10217223;0,7;0,654;0,823;0,637;812,799;NA;63,07;8,54;11,44;8,87;6,99;7,26;14,1;12,06;10,45;7,22;6,1;0,000311406180263667;0,0247546326130436;6,7304095872679;-0,245051824160402;-0,03513055405323;-0,00479533087277535;0,666666666666667;19,98;0,00293344649589525;0,00265521002961654;4;1;2;1;5;4;2;5;3;5;5;2;NA;1;Até 20 mil;FALSE
JUQUITIBA;2018;2016;410;187262670;28737;11051852;159,6;5,03;0,502799;0,02977502;135942,42525178;27188,485050356;8,09537686144051;345577581;0,000176195264513611;0,000696448582393779;0,000249534465731278;8,9626380370926e-06;0,000916323121400973;0,0297921636714202;3526209;NA;2491;1300;0,323529411764706;-0,3;0,256410256410256;0,579939668174962;7,17011954344963;805,911764705883;2,53014219611424;638,717948717949;2,00524090134928;1444,62971342383;4,53538309746351;420,588235294118;2,31974455817488;333,333333333333;1,83849219062811;753,921568627451;4,15823674880299;0,000888720162965969;0,000968580477827869;0,00103156835936189;0,00109883523171763;0,000460756330081028;0,000656544587624292;0,00094377365718557;0,00100510810720844;0,000401943262231572;0,000555317694896034;0,00104284978370293;0,00111367546349812;0,0011865254606716;0,00052119752639073;0,000767412206837823;5,7;7;86,42019915;79,15651362;0,709;0,68;0,791;0,662;522,169;São Paulo;77,39;8,75;10,63;8,9;8,3;7,9;15,49;12,76;9,73;5,98;3,91;0,000482363595787073;0,0250909800804428;6,82185736815899;-1,27351949328152;-0,157314417238249;-0,0160886253706827;0,51031991744066;19,38;0,00300727978390229;0,00275451555903539;5;2;2;1;5;5;2;4;2;5;5;3;NA;2;20 mil a 50 mil;FALSE
LAGOINHA;2018;2016;411;32094797;4841;424460;20285,4;0;0;0,01033331;135942,42525178;27188,485050356;2,80947044455694;57953404;2,9547968122516e-05;0,000117322879471353;9,5836787648168e-06;0,00113916477216565;0;0,0103370309145583;3526308;NA;313;313;0,558823529411765;0,8;0,538461538461538;1,0972850678733;5,74620319054015;174,911764705882;3,21111354765479;168,538461538462;3,09410941029085;343,450226244344;6,30522295794564;174,911764705882;3,21111354765479;168,538461538462;3,09410941029085;343,450226244344;6,30522295794564;0,00186631234222853;0,00183261975973933;0,00156418907701954;0,00152763305351213;0,000209898313557919;0,000156088709143772;0,00158833361858602;0,00155089318733757;0,000203228697126779;0,00014653164225418;0,00180128599003234;0,00154160868959777;0,00150587108789829;0,000216752565695501;0,000166555979492155;6,5;6,5;19,48218448;18,24078669;0,693;0,686;0,797;0,609;255,472;Vale do Paraíba e Litoral Norte;64,82;6,98;8,41;9,34;6,49;6,69;13,8;14,23;10,93;9,13;8,99;0,000111155621380857;0,00676615013829533;1,83961371883507;-0,969856725721873;-0,345209798380641;-0,0531696764072993;1,17738791423002;15,39;0,00402441323693452;0,00376797907250568;3;3;2;3;5;1;4;5;5;3;3;5;NA;4;Até 20 mil;FALSE
LARANJAL PAULISTA;2018;2016;412;618442541;25251;8603717;33697,8;0,58;0;0,06275478;135942,42525178;27188,485050356;17,0620739786838;1162289991;0,000592602077406659;0,000611964476251011;0,000194259199715858;0,00189236330856102;0,000105659524932915;0,0627952869546965;3526407;NA;1659;1659;0,411764705882353;0,7;0,512820512820513;0,924585218702866;7,41397029019044;683,117647058824;3,05281129596077;850,769230769231;3,80203604625151;1533,88687782805;6,85484734221228;683,117647058824;3,05281129596077;850,769230769231;3,80203604625151;1533,88687782805;6,85484734221228;0,00177744032593194;0,00154418682160854;0,00170053896727205;0,00166079636621686;0,000937429194225293;0,000697109521082151;0,00195174147728974;0,00190573474309981;0,00102588288006489;0,000739680494446022;0,00132726336107646;0,00146561009186129;0,00143163429108701;0,000846526835521055;0,000650484139849468;6;6;91,29594927;83,94917525;0,729;0,732;0,829;0,639;384,274;NA;89,55;6,89;8,02;7,86;8,63;8,64;15,03;13,2;11,39;7,41;7,17;0,000511569095012767;0,0649098402312104;17,6480022074726;0,585928228788802;0,0343409734080875;0,00697955908493338;0,977867203219316;14,91;0,00361553796958536;0,00332458814502396;2;2;2;3;4;2;2;3;2;4;4;2;4;NA;20 mil a 50 mil;FALSE
LAVINIA;2018;2016;413;156910747;8779;2025587;47110,7;9,33;0;0,02584034;135942,42525178;27188,485050356;7,02559697786116;283307381;0,000144446346286432;0,000212761321809339;4,57347573815883e-05;0,00264558992339635;0,00169966097866224;0,0258598687415168;3526506;NA;325;325;0,5;-0,2;0,282051282051282;0,782051282051282;5,78382518232974;162,5;2,89191259116487;91,6666666666666;1,63133530783659;254,166666666667;4,52324789900146;162,5;2,89191259116487;91,6666666666666;1,63133530783659;254,166666666667;4,52324789900146;0,000977592179262566;0,00130613518271456;0,0011221197098754;0,00109589510883772;0,000155333002046172;0,000115511779803431;0,000837431509049211;0,000817691451624907;0,000110534397113682;7,9697340797002e-05;0,00161167693844998;0,00138836497493306;0,00135617987191538;0,000201371771560055;0,000154737142541476;6,3;7;37,42547148;35,60325021;0,721;0,698;0,82;0,655;537,675;NA;48,81;3,46;4,76;4,98;12,22;17,79;23,94;12,27;7,52;5,18;4,76;0,000216958921099618;0,0158587205252654;4,31174585918953;-2,71385111867164;-0,386280500749394;-0,0762248138207727;1,20924574209246;8,22;0,00426306771614079;0,00405550178949766;1;2;1;5;4;1;3;5;3;3;3;5;NA;4;Até 20 mil;FALSE
LAVRINHAS;2018;2016;414;118005974;6590;2465665;6101,4;0;0;0,01506367;135942,42525178;27188,485050356;4,09558366598496;221631777;0,000113000587191264;0,000159710344085152;5,56710674778589e-05;0,000342635587215017;0;0,0150713163924759;3526605;NA;492;492;0,264705882352941;0,8;0,538461538461538;0,80316742081448;6,19847871649231;130,235294117647;1,64077377789502;264,923076923077;3,33764238580355;395,158371040724;4,97841616369857;130,235294117647;1,64077377789502;264,923076923077;3,33764238580355;395,158371040724;4,97841616369857;0,00186631234222853;0,00134140209218034;0,00123503708529477;0,0012061735384347;0,000241499551701367;0,000179588642923824;0,00171334911123621;0,00167296179659829;0,000319452137336662;0,000230330888143951;0,00085324073212058;0,000787711513818774;0,00076945077065814;0,000161388996283787;0,000124013767814236;5,5;5,8;25,64028684;23,22549887;0,729;0,665;0,823;0,707;167,067;Vale do Paraíba e Litoral Norte;91,79;8,01;10,18;9;9;9,03;15,86;12,53;9,45;5,07;3,64;0,000141531437357938;0,0137919743699678;3,74982888972761;-0,345754776257348;-0,0844213681016809;-0,0148868611258962;0,478834524463991;18,19;0,00389078707738998;0,00352435491198786;5;4;2;1;4;5;4;2;4;3;3;3;NA;2;Até 20 mil;FALSE
LEME;2018;2016;415;1371677448;91756;46865004;33537,7;0;0;0,14756331;135942,42525178;27188,485050356;40,1202284791605;2699480367;0,00137634986603157;0,00222373024762931;0,00105814244839998;0,00188337259208396;0;0,147552688249631;3526704;NA;6302;6302;0,61764705882353;0,3;0,41025641025641;1,02790346907994;8,74862232231722;3892,41176470588;5,40356084613711;2585,4358974359;3,58917838864296;6477,84766214178;8,99273923478007;3892,41176470588;5,40356084613711;2585,4358974359;3,58917838864296;6477,84766214178;8,99273923478007;0,00142195226074555;0,00171674277149465;0,00223090358221228;0,00217876604654459;0,00395891222619644;0,00294400411573571;0,00184247288697142;0,00179904184789715;0,00311759561671799;0,00224784399083729;0,00199089504161469;0,00259417059893728;0,00253403248721614;0,0048235190935386;0,00370646568655637;6,7;7;334,82475512;306,88816919;0,744;0,729;0,851;0,665;402,871;NA;97,94;7,17;8,35;8,69;9,57;9,54;15,47;13,33;10,02;6,16;4,74;0,00187011370290565;0,187686798354436;51,0291971120877;10,9089686329272;0,271906941870822;0,0355470484956142;0,702319587628866;15,52;0,00364907750032695;0,00334461146072191;2;2;2;3;3;4;1;1;1;4;4;1;1;NA;50 mil a 150 mil;FALSE
LENCOIS PAULISTA;2018;2016;416;1864718148;61428;19323656;69765,1;0;0;0,18274904;135942,42525178;27188,485050356;49,6866954200691;3774506019;0,00192445958010778;0,00148872337123865;0,000436299561008869;0,00391779034412011;0;0,182647975945497;3526803;NA;3794;3794;0,588235294117647;0,3;0,41025641025641;0,998491704374057;8,24117615049496;2231,76470588235;4,84775067676174;1556,51282051282;3,3809953437928;3788,27752639517;8,22874602055454;2231,76470588235;4,84775067676174;1556,51282051282;3,3809953437928;3788,27752639517;8,22874602055454;0,00142195226074555;0,00166762100473875;0,002041373434178;0,00199366533012359;0,00231519155708463;0,00172166824706851;0,00173560396764512;0,0016946920582926;0,00187688952234657;0,00135327199321432;0,00189609051582351;0,00232733425878305;0,00227338195212886;0,00276562715402298;0,0021251501133117;6,6;6,6;247,175497;258,88289551;0,764;0,743;0,837;0,717;809,541;NA;97,76;7,19;8,38;8,39;8,87;9,27;15,98;14,05;10,45;6,03;4,99;0,00157757938867107;0,196630988646176;53,4609869524327;3,77429153236358;0,0759618143338848;0,0145791460070323;0,707771355170199;15,57;0,00402382459139155;0,00421441192143648;1;1;2;2;2;4;1;1;1;2;3;1;3;NA;50 mil a 150 mil;FALSE
LIMEIRA;2018;2016;417;7280776231;276022;178142458;43391,26;0;0;0,66351142;135942,42525178;27188,485050356;180,398703234105;14094895811;0,00718638601649028;0,00668946412671802;0,0040221931203102;0,00243671777790335;0;0,663650265029655;3526902;NA;13851;12820;0,529411764705882;0,7;0,512820512820513;1,0422322775264;9,45876173047466;7332,88235294118;5,04853025885741;7103,07692307692;4,89031421085903;14435,9592760181;9,93884446971643;6787,05882352941;5,00757973966306;6574,35897435898;4,85064704126906;13361,4177978884;9,85822678093212;0,00177744032593194;0,00174067388863214;0,00244561227293058;0,00240798896833966;0,00816578021562948;0,00656074760318441;0,00249003662957679;0,00245122391869408;0,00792755787970578;0,00617559646086308;0,00170648146424116;0,00240406585626857;0,00236753874952364;0,00841059728600873;0,00698258007315034;6,4;6,9;1006,98650344;1007,94093586;0,775;0,761;0,852;0,719;580,711;NA;97,02;6,61;7,83;7,95;8,88;9;15,99;14,45;11,5;6,49;5,16;0,00614218580288222;0,72689900004321;197,632825957935;17,2341227238305;0,0955335177851343;0,0170983458560753;0,806786703601108;14,44;0,00364821102462847;0,00365166883748397;1;2;2;4;1;3;1;1;1;3;4;1;3;NA;250 mil a 500 mil;FALSE
LINDOIA;2018;2016;418;77331534;6712;3034752;3433,6;0;0;0,01202046;135942,42525178;27188,485050356;3,26818097008402;151831889;7,74126023063871e-05;0,000162667045447578;6,85202099111467e-05;0,000192820262933341;0;0,0120198663982581;3527009;NA;487;487;0,382352941176471;0,2;0,384615384615385;0,766968325791855;6,18826412308259;186,205882352941;2,36610098823746;187,307692307692;2,380101585801;373,513574660634;4,74620257403846;186,205882352941;2,36610098823746;187,307692307692;2,380101585801;373,513574660634;4,74620257403846;0,00133308024444895;0,00128094453309615;0,00117742992962327;0,00114991269604966;0,000228271415830951;0,00016975167655;0,00122180403569577;0,00119300349312571;0,000225861194661664;0,000162850090775413;0,00123245883528528;0,00113593050815557;0,00110959734570477;0,000230748359411169;0,00017731056098282;5,9;6;32,27174146;30,96081617;0,742;0,722;0,864;0,654;48,756;NA;100;6,29;7,93;7,69;8,46;8,28;15,93;13,77;11,53;6,91;6,62;0,000188668878065524;0,0111609796342448;3,03450127932992;-0,233679690754108;-0,0715014538341492;-0,00754759465871366;0,951476793248945;14,22;0,00480806636769964;0,00461275568682956;5;5;2;4;3;2;4;1;4;2;2;3;NA;1;Até 20 mil;FALSE
LINS;2018;2016;419;1841668437;71432;20537563;44137,9;17,54;0;0,1789892;135942,42525178;27188,485050356;48,6644518837518;3664188827;0,00186821355058066;0,0017311728829576;0,000463707784960154;0,00247864675073552;0,00319528977124713;0,178942376579008;3527108;NA;3324;801;0,411764705882353;1,2;0,641025641025641;1,05279034690799;6,68586094706836;1368,70588235294;3,33896877010749;2130,76923076923;5,1980283051124;3499,47511312217;8,53699707521989;329,823529411765;2,75300156643991;513,461538461538;4,2858082994028;843,285067873303;7,03880986584271;0,00222180040741492;0,00175830734336503;0,00174617607986313;0,00206834857336931;0,000515370496420211;0,00159041547027366;0,00220008167200414;0,00260546270897023;0,000619147217399018;0,00185254518048416;0,00132726336107646;0,00132167582189663;0,00156582956649801;0,000408720913352842;0,00130332084440002;6;6,2;228,70225438;201,47758173;0,786;0,762;0,869;0,733;570,058;NA;98,83;6,15;7,55;7,85;8,45;8,73;15,28;14,2;11,76;7,32;7,09;0,00122776315364667;0,158614594284827;43,1249052548129;-5,53954662893888;-0,113831480978592;-0,0274946055108127;1,05182481751825;13,7;0,00320167788078172;0,00282055075778363;1;2;1;4;1;2;1;1;1;5;4;3;NA;2;50 mil a 150 mil;FALSE
LORENA;2018;2016;420;1048529084;82537;24710615;27390,4;0;0;0,11923569;135942,42525178;27188,485050356;32,4183777503388;2133241994;0,00108764907815121;0,00200030541270958;0,000557929124631446;0,00153815940408008;0;0,119170199333912;3527207;NA;4496;4490;0,264705882352941;0,2;0,384615384615385;0,649321266968326;8,4096079807363;1190,11764705882;2,22642619188711;1729,23076923077;3,23497822752828;2919,34841628959;5,46140441941539;1188,52941176471;2,22607270078314;1726,92307692308;3,2344646079755;2915,45248868778;5,46053730875864;0,00133308024444895;0,00108445746607256;0,00135464088581586;0,00132319221149548;0,00178176781924272;0,00132676379579779;0,00166038371425631;0,00162150235462661;0,00208237528548434;0,0015034373883496;0,00085324073212058;0,00106870497360954;0,0010440960065554;0,00147283860429716;0,00113326402457887;5,5;5,7;214,26418528;200,72255921;0,766;0,736;0,856;0,713;414,16;Vale do Paraíba e Litoral Norte;97,14;7,12;8,2;8,44;8,71;8,58;15,05;13,54;11,17;7,13;5,45;0,00122316220091401;0,121875358722815;33,1360636864203;0,717685936081416;0,0221382433633316;0,00357551208447158;0,821148825065274;15,32;0,00259597738323419;0,00243191004288986;2;2;2;3;2;3;1;1;1;5;5;2;5;NA;50 mil a 150 mil;FALSE
LOURDES;2018;2016;769;35496915;2128;293351;10215,2;1,22;0;0,00805923;135942,42525178;27188,485050356;2,19118254372381;62668407;3,19519469870114e-05;5,15726270429746e-05;6,62343153498038e-06;0,000573653759877872;0,000222249345548546;0,00806477042645278;3527256;NA;123;123;0,852941176470588;1,2;0,641025641025641;1,49396681749623;4,81218435537242;104,911764705882;4,10451018546471;78,8461538461539;3,08473356113617;183,757918552036;7,18924374660087;104,911764705882;4,10451018546471;78,8461538461539;3,08473356113617;183,757918552036;7,18924374660087;0,00222180040741492;0,00249513384470352;0,00178349546327987;0,00174181411986757;0,000112302960544697;8,35129346554216e-05;0,00158352060959363;0,00154619363129371;9,50750408740066e-05;6,85508595666521e-05;0,00274933124794409;0,00197051536003024;0,00192483483581249;0,000130007802561939;9,98999796281346e-05;7,5;7,3;15,31503849;14,01857363;0,742;0,697;0,816;0,717;113,94;NA;81,95;5,97;6,67;8,27;7,1;8,32;15,04;14,71;11,94;9,77;6,64;8,54263190068557e-05;0,00509768338091816;1,38598288393542;-0,805199659788391;-0,367472651739911;-0,0574380590379929;1,29825949367089;12,64;0,00719691658364662;0,00658767557800752;4;5;2;5;3;1;5;4;5;1;1;5;NA;4;Até 20 mil;FALSE
LOUVEIRA;2018;2016;421;10382716254;37125;41339424;1580,7;0;0;0,81504463;135942,42525178;27188,485050356;221,598287381279;20520798855;0,0104626798180156;0,000899733918689113;0,000933383027702393;8,87671801079716e-05;0;0,814894198984775;3527306;NA;3056;3056;0,705882352941177;0,4;0,435897435897436;1,14177978883861;8,02486215028641;2157,17647058824;5,66460857667276;1332,10256410256;3,49801683474023;3489,2790346908;9,16262541141299;2157,17647058824;5,66460857667276;1332,10256410256;3,49801683474023;3489,2790346908;9,16262541141299;0,00151082427704215;0,00190693217611365;0,00227304865838139;0,00221992616736668;0,00213245975384377;0,00158578163224105;0,00179567591195022;0,00175334797798272;0,00160628895072728;0,00115816398575828;0,00227530861898821;0,00271949579962583;0,00265645239674011;0,00267319659969242;0,0020541250647171;7;7;473,48698139;452,4348567;0,777;0,783;0,861;0,697;55,133;NA;96,15;6,93;7,64;8,56;11,46;11,73;17,58;12,76;8,16;4,33;3,3;0,00275704543260834;0,840693764392927;228,571898451246;6,97361106996661;0,0314696072446079;0,0154135141594333;0,523678792038435;14,57;0,0127538580845791;0,0121867974868687;5;5;2;3;1;5;2;1;1;1;1;2;5;NA;20 mil a 50 mil;FALSE
LUCELIA;2018;2016;422;247794525;19882;5376802;26797,27;0;0;0,03235853;135942,42525178;27188,485050356;8,79779409156496;461720267;0,000235411464887128;0,00048184538104719;0,000121400233590973;0,00150485107388622;0;0,0323775908684472;3527405;NA;1029;1029;0,705882352941177;0,8;0,538461538461538;1,24434389140271;6,93634273583405;726,352941176471;4,89624193117698;554,076923076923;3,73495378083372;1280,42986425339;8,6311957120107;726,352941176471;4,89624193117698;554,076923076923;3,73495378083372;1280,42986425339;8,6311957120107;0,00186631234222853;0,00207822859351883;0,00214121247486288;0,00209117107340098;0,000782529893996272;0,000581920259147706;0,00191730539141003;0,00187211038964883;0,000668122457966312;0,000481728625813264;0,00227530861898821;0,0023506142014156;0,00229612221869252;0,000900104483338843;0,000691654022118422;7;7,3;58,93679414;54,31162646;0,752;0,728;0,841;0,695;314,81;NA;86,61;6,57;7,13;7,84;8,74;8,48;15,79;14,27;11,05;7,93;6,46;0,000330963937573808;0,0341184465309085;9,27628873446977;0,478494642904803;0,0543880247622035;0,00881016964677369;1,05036496350365;13,7;0,00296432924957248;0,00273169834322503;2;3;2;4;2;2;2;3;3;5;5;2;4;NA;Até 20 mil;FALSE
LUCIANOPOLIS;2018;2016;423;76763212;2249;221895;16031,4;0;0;0,01198142;135942,42525178;27188,485050356;3,25756658552036;140741717;7,17581967648383e-05;5,45050931483317e-05;5,01006078197951e-06;0,00090027340493638;0;0,0119888348775735;3527504;NA;155;155;0,441176470588235;-1,1;0,0512820512820511;0,492458521870286;5,04342511691925;68,3823529411765;2,22504049275849;7,94871794871792;0,258637185483037;76,3310708898944;2,48367767824153;68,3823529411765;2,22504049275849;7,94871794871792;0,258637185483037;76,3310708898944;2,48367767824153;0,000177744032593193;0,000822474710041089;0,000616146569447949;0,000601746859842722;4,66494467831861e-05;3,46903784372206e-05;0,00013276910485223;0,000129639452187342;9,584800868599e-06;6,91081836281694e-06;0,00142206788686763;0,00106820942562077;0,00104344617458174;8,47401572628284e-05;6,51156301192635e-05;6,1;6,9;16,07471236;15,25723899;0,733;0,736;0,809;0,662;189,536;NA;79,15;7,56;9,43;7,43;7,11;8,67;15,47;9,69;12,72;9,6;5,98;9,29744922360961e-05;0,00680272647626839;1,84955827101684;-1,40800831450352;-0,432227025154916;-0,0922846076820563;0,917010005885815;16,99;0,00714749326811916;0,00678401022232103;4;4;2;1;3;3;5;4;5;1;1;5;NA;5;Até 20 mil;FALSE
LUIS ANTONIO;2018;2016;424;1211118570;11286;4491230;40918,73;0;0,728525;0,10975253;135942,42525178;27188,485050356;29,8400502114375;2375536621;0,00121118477097872;0,00027351911128149;0,000101405328131999;0,00229786820756593;0;0,109749822498198;3527603;NA;895;895;0,205882352941176;0,0999999999999996;0,358974358974359;0,564856711915535;6,79682371827486;184,264705882353;1,39934605964482;321,282051282051;2,43988543732943;505,546757164404;3,83923149697426;184,264705882353;1,39934605964482;321,282051282051;2,43988543732943;505,546757164404;3,83923149697426;0,00124420822815236;0,000943389828209458;0,000952430074522401;0,000930171220586566;0,000308962998551033;0,00022975713715638;0,00125249354554806;0,00122296958538472;0,000387411467366277;0,000279330819632569;0,000663631680538229;0,000671805594317393;0,000656231784367308;0,000228342832366288;0,000175462117289112;5,3;5,7;78,81964278;71,98369607;0,731;0,709;0,822;0,671;598,257;Ribeirão Preto;96,59;8,14;9,8;9,73;9,84;9,81;15,71;13,17;8,56;4,52;3,09;0,000438653913448708;0,0991865967772905;26,9673330367505;-2,87271717468698;-0,096270520804482;-0,0399078865288249;0,424191750278707;17,94;0,00698384217437533;0,00637814071150097;2;1;2;1;3;5;3;1;2;1;1;3;NA;2;Até 20 mil;FALSE
LUIZIANIA;2018;2016;425;49586345;5030;758270;13537,8;0;0;0,01083583;135942,42525178;27188,485050356;2,94609801963199;97642893;4,97839452149219e-05;0,000121903343057407;1,71206146562636e-05;0,000760240609138798;0;0,0108354233905765;3527702;NA;343;343;0,705882352941177;0;0,333333333333333;1,03921568627451;5,83773044716594;242,117647058824;4,12075090388184;114,333333333333;1,94591014905531;356,450980392157;6,06666105293715;242,117647058824;4,12075090388184;114,333333333333;1,94591014905531;356,450980392157;6,06666105293715;0,00115533621185576;0,00173563575870846;0,00150500704198349;0,00146983413762439;0,00021784367554078;0,000161997195374856;0,000998915713262302;0,000975369126671327;0,000137866538945429;9,94043196122607e-05;0,00227530861898821;0,0019783122916135;0,00193245101878083;0,000300034827779614;0,000230551340706141;7;7,7;18,98465926;17,62860665;0,702;0,682;0,815;0,623;166,576;NA;91,67;6,42;7,79;8,21;10,18;9,88;13,74;13,66;10,26;6,6;7;0,000107425121490715;0,00840845461756787;2,28613142666341;-0,659966592968582;-0,224013793353359;-0,0374372521930757;0,95707248416608;14,21;0,00377428613518887;0,00350469317097415;4;4;2;4;5;2;4;2;5;3;3;4;NA;3;Até 20 mil;FALSE
LUPERCIO;2018;2016;426;38978218;4353;402816;12850,2;0;0;0,00939201;135942,42525178;27188,485050356;2,55354523477794;70045242;3,57130804214696e-05;0,000105496074021649;9,09498926949169e-06;0,00072162713849779;0;0,0093967746299524;3527801;NA;310;310;0,558823529411765;0,7;0,512820512820513;1,07164404223228;5,73657229747919;173,235294117647;3,20573157800308;158,974358974359;2,94183194742523;332,209653092006;6,14756352542831;173,235294117647;3,20573157800308;158,974358974359;2,94183194742523;332,209653092006;6,14756352542831;0,00177744032593194;0,00178979565538804;0,001525077190909;0,00148943523530367;0,000203028679567864;0,000150980176904412;0,00151016333384495;0,00147456554392656;0,000191696017371981;0,000138216367256339;0,00180128599003234;0,00153902488461576;0,00150334718073208;0,000214675065065832;0,000164959596302134;6,5;6,5;18,80886649;16,95655689;0,724;0,679;0,83;0,674;155,171;NA;88,79;7,31;9,46;8,64;7,9;8,5;14,15;13,14;10,25;7,72;6,09;0,000103329787778347;0,00705449033028578;1,91800904882856;-0,63553618594938;-0,248883856566828;-0,0374802614747917;0,823494335122242;16,77;0,00432089742476453;0,00389537259131633;4;4;2;2;4;3;4;3;5;3;3;4;NA;3;Até 20 mil;FALSE
