municipio;ano_distribuicao;ano_calculo;codigo;valor_adicionado;pop;receita_tributaria;area_cultivada;area_inundada;ind_protegida;ind_participacao;total_icms_estado;montante_disponivel;total_recebido_municipio;valor_adicionado_2anos;share_valor_adicionado_2anos;share_pop;share_receita_tributaria;share_area_cultivada;share_area_inundada;ind_participacao_calculado;Codmun7;nota_ideb;matriculas_rede_publica;matriculas_rede_municipal;nota_ideb_imp_norm;evolucao_ideb;evolucao_ideb_norm;evolucao_e_nota;log_matriculas_rede_municipal;nota_X_matriculas_publica;nota_X_log_matriculas_publica;evolucao_X_matriculas_publica;evolucao_X_log_matriculas_publica;evolucao_e_nota_X_matriculas_publica;evolucao_e_nota_X_log_matriculas_publica;nota_X_matriculas_municipal;nota_X_log_matriculas_municipal;evolucao_X_matriculas_municipal;evolucao_X_log_matriculas_municipal;evolucao_e_nota_X_matriculas_municipal;evolucao_e_nota_X_log_matriculas_municipal;share_evolucao;share_evolucao_e_nota;share_evolucao_e_nota_X_log_matriculas_municipal;share_evolucao_e_nota_X_log_matriculas_publica;share_evolucao_e_nota_X_matriculas_municipal;share_evolucao_e_nota_X_matriculas_publica;share_evolucao_X_log_matriculas_municipal;share_evolucao_X_log_matriculas_publica;share_evolucao_X_matriculas_municipal;share_evolucao_X_matriculas_publica;share_nota;share_nota_X_log_matriculas_municipal;share_nota_X_log_matriculas_publica;share_nota_X_matriculas_municipal;share_nota_X_matriculas_publica;nota_ideb_2015;nota_ideb_2017;receitas_correntes_2018;receitas_correntes_2017;IDH;IDHM_renda;IDHM_longevidade;IDHM_educacao;area_geografica;regiao_metrop;pop_urbana;faixa_5_a_9;faixa_10_a_14;faixa_15_a_19;faixa_20_a_24;faixa_25_a_29;faixa_30_a_39;faixa_40_a_49;faixa_50_a_59;faixa_60_a_69;faixa_70_ou_mais;share_rcl_2017;ind_secretaria;transf_secretaria;var_transf_secretaria;var_perc_transf_secretaria;var_transf_perc_rc2017_secretaria;idosos_sobre_jovens;fracao_pop_abaixo_15;receitas2018_pc;receitas2017_pc;quintil_area_cultivada;quintil_area_geografica;quintil_area_inundada;quintil_fracao_pop_abaixo_15;quintil_IDH;quintil_idosos_sobre_jovens;quintil_pop;quintil_pop_urbana;quintil_receitas_correntes_2018;quintil_receitas2017_pc;quintil_receitas2018_pc;quintil_var_perc_transf_secretaria;quintil_ben_var_perc_transf_secretaria;quintil_prej_var_perc_transf_secretaria;faixa_pop;nota_imputada
ALTAIR;2018;2016;158;147602451;3815;471132;27514,6;0;0;0,01909098;135942,42525178;27188,485050356;5,19054824326646;261233188;0,000133191657069311;9,24575057184907e-05;1,06374634684674e-05;0,00154513408856759;0;0,0191138782884516;3500907;NA;250;250;0,205882352941176;0,8;0,538461538461538;0,744343891402715;5,52146091786225;51,4705882352941;1,13677136544223;134,615384615385;2,97309434038736;186,085972850679;4,10986570582959;51,4705882352941;1,13677136544223;134,615384615385;2,97309434038736;186,085972850679;4,10986570582959;0,00186631234222853;0,00124315855866854;0,00101956855260364;0,000995740632741536;0,000113725742170145;8,45709714902356e-05;0,00152621160595002;0,00149023552382565;0,000162323240516597;0,000117038052918674;0,000663631680538229;0,000545747320686169;0,000533095796011429;6,37829140687956e-05;4,90117646058972e-05;5,3;6,5;22,24375222;21,31968421;0,687;0,698;0,8;0,581;313,007;NA;79,21;7,31;8,44;8,86;9,07;10,04;16,15;13,29;8,26;6,4;4,46;0,000129917792816764;0,0128728072672466;3,49992127941647;-1,69062696384998;-0,325712600021237;-0,0792988745610497;0,68952380952381;15,75;0,00583060346526868;0,0055883838034076;2;3;2;2;5;4;5;4;4;1;1;4;NA;4;Até 20 mil;FALSE
ALTINOPOLIS;2018;2016;159;364985606;15607;4302671;70744,15;0,14;0;0,04785626;135942,42525178;27188,485050356;13,0113920957595;707814638;0,000360884485064487;0,000378239657076929;9,71479449057463e-05;0,00397277073741719;2,55040232596692e-05;0,0478619155491097;3501004;NA;844;844;0,5;0,7;0,512820512820513;1,01282051282051;6,73815249459596;422;3,36907624729798;432,820512820513;3,45546281774152;854,820512820513;6,8245390650395;422;3,36907624729798;432,820512820513;3,45546281774152;854,820512820513;6,8245390650395;0,00177744032593194;0,00169155212187624;0,00169302014098896;0,00165345325934928;0,000522420340198264;0,000388492480714935;0,00177383118481156;0,0017320181779318;0,000521907866651457;0,000376305206336614;0,00161167693844998;0,00161744427335659;0,00157994864972502;0,000522947000605188;0,000401840456323094;6,3;6,2;67,09032998;68,37078721;0,73;0,726;0,843;0,635;928,956;Ribeirão Preto;87,37;6,72;8,37;8,33;8,23;8,53;14,58;13,35;11,58;7,93;6,59;0,000416637586184388;0,0392436902022406;10,6697648438442;-2,3416272519153;-0,179967465024626;-0,034248943846778;0,962226640159046;15,09;0,00429873325943487;0,00438077703658615;1;1;2;3;4;2;3;3;3;2;3;4;NA;3;Até 20 mil;FALSE
ALTO ALEGRE;2018;2016;160;90228017;4102;1942010;31057,3;0;0;0,01643227;135942,42525178;27188,485050356;4,46768527238413;170152663;8,67535833147127e-05;9,94130244973129e-05;4,3847712382938e-05;0,00174408106710148;0;0,0164378986074008;3501103;NA;221;221;0,411764705882353;0,7;0,512820512820513;0,924585218702866;5,39816270151775;91;2,22277287709555;113,333333333333;2,7682885648809;204,333333333333;4,99106144197644;91;2,22277287709555;113,333333333333;2,7682885648809;204,333333333333;4,99106144197644;0,00177744032593194;0,00154418682160854;0,00123817410460242;0,00120923724374647;0,000124877547874496;9,28638964190208e-05;0,00142107637788227;0,00138757855865695;0,000136660709158735;9,85348940762934e-05;0,00132726336107646;0,0010671207764781;0,00104238276252401;0,000112768192073631;8,66527998232263e-05;6;7,6;20,13176416;19,77646296;0,7;0,683;0,817;0,616;318,574;NA;78,84;5,44;6,68;7,24;8,31;7,61;13,33;13,77;12,6;10,48;9,08;0,000120513718316735;0,00953983569418205;2,59373680154121;-1,87394847084292;-0,419445049638179;-0,0947565029516746;1,61386138613861;12,12;0,00490779233544612;0,00482117575816675;2;3;2;5;5;1;5;4;5;2;2;5;NA;5;Até 20 mil;FALSE
ALUMINIO;2018;2016;733;1109037208;16839;6833693;6878,1;1,36;0,080012;0,10228668;135942,42525178;27188,485050356;27,8101987003055;2355515471;0,00120097684079439;0,00040809749378602;0,000154294676740746;0,000386252635857936;0,000247753368808215;0,102134450489072;3501152;NA;1173;1173;0,235294117647059;-0,0999999999999996;0,307692307692308;0,542986425339367;7,06731984865348;276;1,66289878791847;360,923076923077;2,17455995343184;636,923076923077;3,83745874135031;276;1,66289878791847;360,923076923077;2,17455995343184;636,923076923077;3,83745874135031;0,00106646419555916;0,000906863386262764;0,00095199029229714;0,000929741716331917;0,000389253142075856;0,000289464071658737;0,00111629106203519;0,00108997768663828;0,000435211796859355;0,000313795739596811;0,000758436206329405;0,000798333407813924;0,000779826427706486;0,000342022208926616;0,000262815085178137;5,4;6,6;74,40826883;75,32031427;0,766;0,729;0,841;0,732;83,66;Sorocaba;83,87;8,5;9,12;8,68;8,85;9,22;17;13,5;8,76;5,33;3,79;0,000458986581969798;0,100152242364206;27,2298774427884;-0,580321257517085;-0,020867210039413;-0,00770471104829452;0,517593643586833;17,62;0,00441880567907833;0,00447296836332324;5;5;2;1;2;5;3;4;2;2;2;2;NA;1;Até 20 mil;FALSE
ALVARES FLORENCE;2018;2016;161;124535460;3897;741635;28170;0;0;0,01916878;135942,42525178;27188,485050356;5,21170088463563;258035769;0,000131561429538822;9,44447967981542e-05;1,67450209695729e-05;0,0015819393076748;0;0,0191567692249972;3501202;NA;189;189;0,470588235294118;0,100000000000001;0,358974358974359;0,829562594268477;5,24174701505964;88,9411764705883;2,46670447767513;67,8461538461539;1,8816527746368;156,787330316742;4,34835725231192;88,9411764705883;2,46670447767513;67,8461538461539;1,8816527746368;156,787330316742;4,34835725231192;0,00124420822815236;0,00138548572901256;0,00107873313321518;0,001053522502125;9,58199870199516e-05;7,12555419364538e-05;0,000965929760118064;0,000943160723215901;8,18109132203647e-05;5,89871786710119e-05;0,00151687241265881;0,00118422877329609;0,00115677595955245;0,000110216875510879;8,46923292389905e-05;6,2;6,2;21,56393658;20,13190781;0,728;0,701;0,806;0,683;362,411;NA;67,95;4,93;6,8;7,03;6,44;6,34;12,86;16,47;14,09;11,78;9,15;0,000122679726496088;0,0123758553342573;3,36480757740823;-1,8468933072274;-0,354374387193275;-0,0917396068300097;1,7843137254902;11,73;0,00553347102386451;0,00516600149089043;2;2;2;5;4;1;5;5;5;2;1;5;NA;4;Até 20 mil;FALSE
ALVARES MACHADO;2018;2016;162;218130438;23513;4391284;31502,77;0;0;0,03127082;135942,42525178;27188,485050356;8,50206222082373;386903120;0,000197265393699082;0,000569843599464973;9,91486953330815e-05;0,00176909727240463;0;0,0313039472018527;3501301;NA;1299;1299;0,441176470588235;0,0999999999999996;0,358974358974359;0,800150829562594;7,1693500166706;573,088235294118;3,16294853676644;466,307692307692;2,57361282649714;1039,39592760181;5,73656136326358;573,088235294118;3,16294853676644;466,307692307692;2,57361282649714;1039,39592760181;5,73656136326358;0,00124420822815236;0,00133636396225666;0,00142311646771533;0,00138985739449209;0,000635222910487692;0,000472376944987764;0,00132114131451006;0,00128999917914467;0,00056228770514949;0,000405419815310288;0,00142206788686763;0,00151848537171501;0,00148328381520654;0,000710177188931704;0,000545710990483376;6,1;6,3;68,44587995;62,31331035;0,758;0,712;0,834;0,732;347,647;NA;90,09;7,37;8,34;8,8;8,52;7,45;14,83;14,26;10,68;7,59;6,15;0,000379724561772859;0,0288248757420906;7,837047031922;-0,665015188901732;-0,0782181042233423;-0,0106721210150205;0,874602164226607;15,71;0,00291098030663888;0,00265016417939012;2;2;2;2;2;3;2;3;3;5;5;3;NA;1;20 mil a 50 mil;FALSE
ALVARO DE CARVALHO;2018;2016;163;43088332;4650;716030;14492;0;0;0,01006804;135942,42525178;27188,485050356;2,73734755026386;77046904;3,92829291499521e-05;0,000112693945371162;1,61668979549823e-05;0,000813825503969586;0;0,0100736101007036;3501400;NA;279;279;0,323529411764706;0,600000000000001;0,487179487179487;0,810708898944193;5,63121178182137;90,264705882353;1,82186263529515;135,923076923077;2,74341086806682;226,18778280543;4,56527350336197;90,264705882353;1,82186263529515;135,923076923077;2,74341086806682;226,18778280543;4,56527350336197;0,00168856830963534;0,00135399741698954;0,00113254535092478;0,00110607709649195;0,000138233812443285;0,000102796144373694;0,00140830563290752;0,0013751088475416;0,000163900094853044;0,00011817499400417;0,00104284978370293;0,000874649627969628;0,000854373483808084;0,000111857007586934;8,59526317574278e-05;5,7;6;18,27403434;17,72973204;0,688;0,669;0,805;0,605;153,662;NA;63,48;5,44;6,77;5,7;11,76;15,48;20,58;10,52;8,32;5,42;4,34;0,000108041358923555;0,00615179336998851;1,67257942072812;-1,06476812953574;-0,388978056306043;-0,0600555116757278;0,799344799344799;12,21;0,00392989985806452;0,0038128456;4;4;2;5;5;3;4;5;5;3;3;5;NA;4;Até 20 mil;FALSE
ALVINLANDIA;2018;2016;164;21710919;3000;360697;7272,04;0;0,118421;0,00770058;135942,42525178;27188,485050356;2,0936710420907;46284352;2,35984163668334e-05;7,2705771207201e-05;8,1440045691776e-06;0,000408375077138213;0;0,00769738011763193;3501509;NA;267;267;0,441176470588235;0;0,333333333333333;0,774509803921569;5,58724865840025;117,794117647059;2,46496264341187;89;1,86241621946675;206,794117647059;4,32737886287862;117,794117647059;2,46496264341187;89;1,86241621946675;206,794117647059;4,32737886287862;0,00115533621185576;0,00129353985790536;0,00107352884974672;0,00104843984583806;0,000126381446949273;9,39822554057386e-05;0,000956054845164912;0,000933518581195376;0,00010731885101583;7,73788727010893e-05;0,00142206788686763;0,00118339254412007;0,00115595911585695;0,000145971754768872;0,000112166924140925;6,1;7;16,17065917;14,8338067;0,722;0,721;0,791;0,659;84,879;NA;89,77;7,27;9,67;8,43;8,23;7,67;15,43;12,53;10,17;7,57;5,51;9,039418251001e-05;0,00465030309113412;1,26434696072924;-0,829324081361461;-0,396110021435512;-0,0559077044843426;0,772136953955136;16,94;0,00539021972333333;0,00494460223333333;5;5;2;1;4;4;5;3;5;2;2;5;NA;4;Até 20 mil;FALSE
AMERICANA;2018;2016;165;5451755439;210638;138442550;1923,7;10,24;0;0,48828896;135942,42525178;27188,485050356;132,758370892139;10379261249;0,00529194248056106;0,00510486607851414;0,00312582793804384;0,00010802898992453;0,00186543712985009;0,488537607962041;3501608;NA;9554;4410;0,647058823529412;0,3;0,41025641025641;1,05731523378582;8,39162996844089;6182;5,93010983137935;3919,58974358974;3,75988315649227;10101,5897435897;9,68999298787162;2853,52941176471;5,42987821487352;1809,23076923077;3,44271998705267;4662,76018099547;8,87259820192619;0,00142195226074555;0,00176586453825055;0,00220109919741173;0,00234769708784358;0,00284962834125396;0,00459089551525038;0,00176728976571639;0,00188460600429802;0,00218162435254306;0,00340779141359242;0,00208569956740586;0,00260680518308677;0,00278096081331585;0,00353612475597403;0,00588667701656247;6,8;6,7;795,99266022;762,23834313;0,811;0,8;0,876;0,76;133,912;Campinas;99,53;5,87;6,91;7,61;8,55;9,03;16,18;15,37;12,07;6,9;6,05;0,00464492448219787;0,47841607581339;130,074083251023;-2,68428764111539;-0,0202193475490617;-0,0035215856894483;1,01330203442879;12,78;0,0037789603975541;0,00361871240293774;5;5;1;5;1;2;1;1;1;3;3;2;NA;1;150 mil a 250 mil;FALSE
AMERICO BRASILIENSE;2018;2016;166;544790696;34478;8104895;10993,3;0;0;0,05324608;135942,42525178;27188,485050356;14,4768025007006;944981326;0,000481805660578986;0,000835583193227293;0,000182996537017787;0,000617349428152695;0;0,0533476178793032;3501707;NA;2287;2287;0,5;0,7;0,512820512820513;1,01282051282051;7,73499619402278;1143,5;3,86749809701139;1172,82051282051;3,96666471488348;2316,32051282051;7,83416281189487;1143,5;3,86749809701139;1172,82051282051;3,96666471488348;2316,32051282051;7,83416281189487;0,00177744032593194;0,00169155212187624;0,00194348589727765;0,00189806548283353;0,00141561056639032;0,00105270415094201;0,00203625214394604;0,00198825331202067;0,00141422190880555;0,00101968010295241;0,00161167693844998;0,00185672931986788;0,00181368658577788;0,00141703766633183;0,00108887336920725;6,3;6,9;104,27771866;98,11039543;0,751;0,709;0,852;0,701;122,785;NA;99,24;7,45;8,91;8,93;9,9;9,77;17,28;13,61;8,78;4,86;3,16;0,00059786467290481;0,0659114080590737;17,9203133266204;3,44351082591981;0,237864046688014;0,0350983278665581;0,490220048899756;16,36;0,00302447121816811;0,00284559415946401;4;5;2;2;2;5;2;1;2;5;5;1;1;NA;20 mil a 50 mil;FALSE
AMERICO DE CAMPOS;2018;2016;167;105874685;5706;943603;24585,3;0;0;0,0176757;135942,42525178;27188,485050356;4,80575505204578;219831533;0,000112082719582922;0,000138286376836096;2,13051595757372e-05;0,00138063374018379;0;0,0176652117993999;3501806;NA;343;343;0,294117647058823;-0,100000000000001;0,307692307692308;0,601809954751131;5,83773044716594;100,882352941176;1,7169795432841;105,538461538461;1,79622475297413;206,420814479638;3,51320429625823;100,882352941176;1,7169795432841;105,538461538461;1,79622475297413;206,420814479638;3,51320429625823;0,00106646419555916;0,00100510691977456;0,000871549796446173;0,000851181162426893;0,000126153304123035;9,3812599353509e-05;0,000922076043011355;0,000900340732311994;0,000127261420565012;9,17578334882406e-05;0,000948045257911755;0,000824296788172292;0,000805187924492012;0,000125014511574839;9,60630586275586e-05;5,6;6,2;24,86478715;22,54036658;0,745;0,715;0,817;0,708;252,876;NA;83,91;6,06;7,8;7,15;7,82;7,05;13,6;14,84;12,78;9,85;7,65;0,000137356381384898;0,0115641783833047;3,14412491094131;-1,66163014110447;-0,34575839240852;-0,0737179732728406;1,26262626262626;13,86;0,00435765635296179;0,00395029207500876;3;3;2;4;3;1;4;4;4;3;2;5;NA;4;Até 20 mil;FALSE
AMPARO;2018;2016;168;2704032256;65829;44135776;33978,3;0;0,38977;0,24052536;135942,42525178;27188,485050356;65,395201545915;5266029479;0,00268492375663941;0,00159538273759961;0,00099652051835252;0,00190811531338185;0;0,240550754819097;3501905;NA;3313;2226;0,61764705882353;0,8;0,538461538461538;1,15610859728507;7,70796153183549;2046,26470588235;5,00640580730288;1783,92307692308;4,36455890893071;3830,18778280543;9,37096471623359;1374,88235294118;4,7607997696631;1198,61538461538;4,15044082483449;2573,49773755656;8,91124059449759;0,00186631234222853;0,00193086329325113;0,00221068553698659;0,00227040273425614;0,00157278345967355;0,00174071530927166;0,00213059197975059;0,00218769402758704;0,00144532613355978;0,00155098827727827;0,00199089504161469;0,00228559039891563;0,0023477842336063;0,00170376920060567;0,00194851171367205;6,7;6,9;275,88763919;255,23473883;0,785;0,78;0,871;0,711;445,323;NA;78,71;6,1;7,14;7,81;8,62;9,04;15,7;14,17;11,66;7,36;7,05;0,00155534826840461;0,239797865362344;65,1974067751137;-0,197794770801224;-0,00302460679263063;-0,000774952389740981;1,08836858006042;13,24;0,00419097417840162;0,00387723858527397;2;2;2;5;1;2;1;4;1;3;3;2;NA;1;50 mil a 150 mil;FALSE
ANALANDIA;2018;2016;169;216874378;4293;2583851;28536,1;0;0,259416;0,02689393;135942,42525178;27188,485050356;7,31205213750321;414272370;0,000211219806567344;0,000104041958597505;5,8339532488693e-05;0,00160249834141778;0;0,026902298641381;3502002;NA;298;298;0,470588235294118;1,1;0,615384615384616;1,08597285067873;5,6970934865054;140,235294117647;2,68098517012019;183,384615384615;3,50590368400333;323,619909502262;6,18688885412352;140,235294117647;2,68098517012019;183,384615384615;3,50590368400333;323,619909502262;6,18688885412352;0,00213292839111833;0,00181372677252553;0,00153483295212562;0,00149896299861287;0,000197779090091398;0,000147076374005633;0,00179972455605686;0,00175730118686118;0,000221130631652324;0,000159439267518925;0,00151687241265881;0,00128710180241324;0,00125726418416958;0,000173781105302867;0,000133536053509096;6,2;7,1;28,2818794;26,58960457;0,754;0,745;0,861;0,668;325,953;NA;79,39;7,27;7,83;8,43;8,36;8,76;14,42;13;10,62;7,52;6,61;0,000162031609079116;0,0204725883137164;5,5661866130957;-1,7458655244075;-0,238765464410878;-0,0656597024529389;0,935761589403973;15,1;0,00658790575355229;0,00619371175634754;2;3;2;3;2;3;5;4;4;1;1;4;NA;3;Até 20 mil;FALSE
ANDRADINA;2018;2016;170;1551399944;55334;18883027;78406,1;41,87;0,090851;0,15952384;135942,42525178;27188,485050356;43,3721153901538;3079983166;0,00157035200912191;0,00134103371465975;0,000426350810147864;0,00440304194360956;0,00762752467058821;0,159489863394503;3502101;NA;2658;2658;0,5;0,0999999999999996;0,358974358974359;0,858974358974359;7,88532923927319;1329;3,9426646196366;954,153846153846;2,83063100896986;2283,15384615385;6,77329562860646;1329;3,9426646196366;954,153846153846;2,83063100896986;2283,15384615385;6,77329562860646;0,00124420822815236;0,00143460749576846;0,00168030775570582;0,001641037970026;0,00139534088284462;0,00103763081049553;0,00145307931852877;0,00141882712132832;0,00115054712878164;0,000829565719087563;0,00161167693844998;0,00189281566895712;0,00184893638044236;0,00164691128863577;0,0012655117688469;6,3;7,1;176,90578114;163,54749156;0,779;0,762;0,885;0,702;964,226;NA;93,34;6,04;7,3;7,6;8,09;8;15,75;14,64;11,75;8,32;7;0,000996624945984294;0,153383719027969;41,7027095175993;-1,6694058725545;-0,038490303217571;-0,0102074685256915;1,14842578710645;13,34;0,00319705391151914;0,0029556419481693;1;1;1;5;1;1;1;2;2;5;5;2;NA;1;50 mil a 150 mil;FALSE
ANGATUBA;2018;2016;171;771096024;22210;2898652;79403,1;24,05;0,109694;0,08335626;135942,42525178;27188,485050356;22,6633042886359;1467126400;0,000748025156536131;0,000538265059503978;6,54472732860428e-05;0,00445903035290142;0,00438122685282175;0,0833915437156414;3502200;NA;1646;1469;0,647058823529412;-0,100000000000001;0,307692307692308;0,954751131221719;7,29233717617388;1065,05882352941;4,79218454080042;506,461538461538;2,27880104038062;1571,52036199095;7,07098558118104;950,529411764706;4,71857111399486;452;2,24379605420735;1402,52941176471;6,96236716820221;0,00106646419555916;0,00159456812084536;0,00172721230436072;0,00171316246336819;0,000857150573065431;0,000714212907583897;0,00115183280018956;0,00114222754924877;0,000545035063586012;0,000440330594523744;0,00208569956740586;0,00226531703842493;0,00224732387714379;0,00117790640964305;0,00101417943994786;6,8;7,2;89,41414124;80,21862666;0,719;0,693;0,827;0,648;1027,288;NA;71,83;7,65;8,61;8,79;8,34;7,95;14,75;14,18;10,83;6,79;5;0,000488835895307062;0,0770828011401735;20,9576458643917;-1,70565842424416;-0,0752608005664659;-0,021262623099663;0,725092250922509;16,26;0,00402585057361549;0,00361182470328681;1;1;1;2;4;4;2;5;2;3;3;3;NA;1;20 mil a 50 mil;FALSE
ANHEMBI;2018;2016;172;196965563;5653;1785965;54181,7;62,11;0,052913;0,03294311;135942,42525178;27188,485050356;8,95673253747233;331742647;0,000169141421933301;0,000137001908211436;4,0324447168652e-05;0,00304267522139311;0,0113146777475575;0,0329880998412794;3502309;NA;497;497;0,352941176470588;0,3;0,41025641025641;0,763197586726998;6,20859002609663;175,411764705882;2,1912670680341;203,897435897436;2,54711385686016;379,309200603318;4,73838092489426;175,411764705882;2,1912670680341;203,897435897436;2,54711385686016;379,309200603318;4,73838092489426;0,00142195226074555;0,00127464687069155;0,00117548954809557;0,00114801766238545;0,00023181339082012;0,000172385629603302;0,00130753830351364;0,00127671682030346;0,000245865601635805;0,000177273637487485;0,00113765430949411;0,00105199529794826;0,00102760792312255;0,000217372171146455;0,000167032093776898;5,8;5,6;36,11297642;30,8150993;0,721;0,681;0,863;0,637;736,557;NA;75,55;8,31;9,45;8,65;7,36;7,66;15,44;13,09;10,24;6,6;5,15;0,000187780909278552;0,0237581787046199;6,45948886534245;-2,49724367212989;-0,278811906203759;-0,0810396113871971;0,661599099099099;17,76;0,00638828523261985;0,0054511054838139;1;1;1;1;4;4;4;4;3;1;1;4;NA;4;Até 20 mil;FALSE
ANHUMAS;2018;2016;173;79973162;3738;573018;27866,6;0;0;0,01446272;135942,42525178;27188,485050356;3,93219446507485;140348667;7,15577973392833e-05;9,05913909241725e-05;1,29378985969415e-05;0,00156490131030354;0;0,0144762492974935;3502408;NA;237;237;0,588235294117647;0,0999999999999996;0,358974358974359;0,947209653092006;5,46806014113513;139,411764705882;3,21650596537361;85,0769230769231;1,96289338399723;224,488687782805;5,17939934937083;139,411764705882;3,21650596537361;85,0769230769231;1,96289338399723;224,488687782805;5,17939934937083;0,00124420822815236;0,00158197279603615;0,00128489665501815;0,00125486786053575;0,000137195416912954;0,000102023952281424;0,00100763390626507;0,000983881813159647;0,000102588288006489;7,39680494446021e-05;0,00189609051582351;0,00154419751054412;0,00150839989474867;0,000172760578677766;0,000132751865275402;6,6;6,5;NA;18,80640897;0,741;0,683;0,845;0,706;320,84;NA;81,84;7,28;8,72;8,51;8,48;7,62;14,26;14,55;10,57;7,2;6,68;0,000114602407808919;0,0085925644601894;2,3361881037008;-1,59600636137405;-0,405881849320916;-0,0848650246796186;0,8675;16;NA;0,00503114204654896;2;3;2;2;3;3;5;4;NA;2;NA;5;NA;5;Até 20 mil;FALSE
APARECIDA;2018;2016;174;349439863;35007;17777870;6345,8;0;0;0,04335385;135942,42525178;27188,485050356;11,7872550260038;674985056;0,000344146081874029;0,000848403644216829;0,000401398000289011;0,000356360328670315;0;0,0433611957784994;3502507;NA;2202;2202;0,470588235294118;0,5;0,461538461538462;0,932126696832579;7,69712131728263;1036,23529411765;3,62217473754477;1016,30769230769;3,55251753105352;2052,54298642534;7,17469226859829;1036,23529411765;3,62217473754477;1016,30769230769;3,55251753105352;2052,54298642534;7,17469226859829;0,00159969629333874;0,00155678214641774;0,00177988555715951;0,00173828857938748;0,00125440392358137;0,000932824498957538;0,00182365336093855;0,00178066593847122;0,00122549408783159;0,0008836038600923;0,00151687241265881;0,00173895315994626;0,00169864071501549;0,00128411407341246;0,000986732851768555;6,2;6,7;120,74476474;109,3016307;0,755;0,735;0,828;0,706;121,076;Vale do Paraíba e Litoral Norte;98,55;6,65;7,64;8,68;8,95;8,76;15,11;14,21;11,39;6,86;5,62;0,000666061770518926;0,053013799349921;14,413648910879;2,62639388487523;0,222816413073371;0,0240288627722663;0,87333799860042;14,29;0,00344916058902505;0,00312227927843003;5;5;2;4;2;3;2;1;2;4;4;1;1;NA;20 mil a 50 mil;FALSE
APARECIDA D'OESTE;2018;2016;175;40107298;4450;437373;15535,2;6;0;0,0109034;135942,42525178;27188,485050356;2,96446927898052;82171101;4,18955385768201e-05;0,000107846893957348;9,87523519861522e-06;0,000872408361114292;0,00109302956827154;0,010899961790554;3502606;NA;242;242;0,5;0;0,333333333333333;0,833333333333333;5,48893772615669;121;2,74446886307834;80,6666666666667;1,8296459087189;201,666666666667;4,57411477179724;121;2,74446886307834;80,6666666666667;1,8296459087189;201,666666666667;4,57411477179724;0,00115533621185576;0,00139178339141716;0,00113473867788652;0,00110821916410585;0,00012324782457434;9,1651969548952e-05;0,000939232496840961;0,000917092771714707;9,72702694600405e-05;7,01336599013618e-05;0,00161167693844998;0,0013175793957028;0,00128703524531705;0,000149944519130871;0,000115219656907806;6,3;6,7;19,44200123;18,4950419;0,721;0,697;0,804;0,67;179,004;NA;81,91;6,04;7,69;7,6;6,94;5,6;13,91;14,99;13,57;9,44;9,28;0,000112705000601018;0,00664499493562867;1,80667345467031;-1,1577958243102;-0,390557538416579;-0,0626003352990621;1,36343772760379;13,73;0,00436898904044944;0,00415618919101123;4;4;2;4;4;1;4;4;5;2;2;5;NA;4;Até 20 mil;FALSE
APIAI;2018;2016;176;320330574;25191;5661526;33478,4;0;0,709726;0,04663842;135942,42525178;27188,485050356;12,6802798494222;664329771;0,000338713406659363;0,000610510360826867;0,000127828880230547;0,00188004248910402;0;0,0466075306591241;3502705;NA;1967;1099;0,470588235294118;0,4;0,435897435897436;0,906485671191554;7,00215595440362;925,64705882353;3,56906579688897;857,410256410257;3,30596158750292;1783,05731523379;6,87502738439189;517,176470588235;3,295132213837;479,051282051282;3,0522218262785;996,227752639518;6,3473540401155;0,00151082427704215;0,00151395804206645;0,00157464088482597;0,00166568559847089;0,000608840842777211;0,000810350651701701;0,00156683099890913;0,00165708209496574;0,000577654305251728;0,000745454371723343;0,00151687241265881;0,00158194482345062;0,00167373495660627;0,000640890720563258;0,000881427574672456;6,2;6,8;73,7597103;70,97850273;0,71;0,662;0,835;0,647;974,322;NA;72,32;8,68;10,96;9,88;7,55;7,74;14,73;12,54;9,68;6,13;5,21;0,000432528470932742;0,0392622319164271;10,6748060550339;-2,00547379438837;-0,158156903333624;-0,028254664683716;0,577393075356415;19,64;0,00292801835179231;0,0028176135417411;2;1;2;1;5;5;2;5;2;5;5;3;NA;2;20 mil a 50 mil;FALSE
